6.97	78.6077
6.98	78.9026
6.99	79.1979
7.00	79.4938
7.01	79.7902
7.02	80.0872
7.03	80.3846
7.04	80.6826
7.05	80.9811
7.06	81.2801
7.07	81.5796
7.08	81.8796
7.09	82.1802
7.10	82.4812
7.11	82.7827
7.12	83.0848
7.13	83.3873
7.14	83.6903
7.15	83.9939
7.16	84.2979
7.17	84.6024
7.18	84.9074
7.19	85.2129
7.20	85.5189
7.21	85.8253
7.22	86.1322
7.23	86.4397
7.24	86.7476
7.25	87.0559
7.26	87.3648
7.27	87.6741
7.28	87.9838
7.29	88.2941
7.30	88.6048
7.31	88.9159
7.32	89.2276
7.33	89.5396
7.34	89.8522
7.35	90.1652
7.36	90.4786
7.37	90.7925
7.38	91.1068
7.39	91.4216
7.40	91.7368
7.41	92.0524
7.42	92.3685
7.43	92.6850
7.44	93.0020
7.45	93.3194
7.46	93.6372
7.47	93.9554
7.48	94.2740
7.49	94.5931
7.50	94.9126
7.51	95.2325
7.52	95.5528
7.53	95.8735
7.54	96.1946
7.55	96.5162
7.56	96.8381
7.57	97.1604
7.58	97.4832
7.59	97.8063
7.60	98.1298
7.61	98.4537
7.62	98.7780
7.63	99.1026
7.64	99.4277
7.65	99.7531
7.66	100.0789
7.67	100.4051
7.68	100.7317
7.69	101.0586
7.70	101.3859
7.71	101.7135
7.72	102.0415
7.73	102.3699
7.74	102.6986
7.75	103.0277
7.76	103.3571
7.77	103.6869
7.78	104.0170
7.79	104.3474
7.80	104.6782
7.81	105.0094
7.82	105.3408
7.83	105.6726
7.84	106.0047
7.85	106.3372
7.86	106.6699
7.87	107.0030
7.88	107.3364
7.89	107.6701
7.90	108.0041
7.91	108.3384
7.92	108.6731
7.93	109.0080
7.94	109.3432
7.95	109.6787
7.96	110.0145
7.97	110.3506
7.98	110.6870
7.99	111.0237
8.00	111.3606
8.01	111.6979
8.02	112.0354
8.03	112.3731
8.04	112.7112
8.05	113.0495
8.06	113.3881
8.07	113.7269
8.08	114.0660
8.09	114.4053
8.10	114.7449
8.11	115.0847
8.12	115.4248
8.13	115.7651
8.14	116.1056
8.15	116.4464
8.16	116.7874
8.17	117.1287
8.18	117.4701
8.19	117.8118
8.20	118.1537
8.21	118.4958
8.22	118.8382
8.23	119.1807
8.24	119.5234
8.25	119.8664
8.26	120.2095
8.27	120.5529
8.28	120.8964
8.29	121.2401
8.30	121.5840
8.31	121.9281
8.32	122.2723
8.33	122.6167
8.34	122.9613
8.35	123.3061
8.36	123.6510
8.37	123.9961
8.38	124.3414
8.39	124.6868
8.40	125.0324
8.41	125.3781
8.42	125.7239
8.43	126.0699
8.44	126.4160
8.45	126.7623
8.46	127.1086
8.47	127.4552
8.48	127.8018
8.49	128.1485
8.50	128.4954
8.51	128.8424
8.52	129.1895
8.53	129.5367
8.54	129.8839
8.55	130.2313
8.56	130.5788
8.57	130.9264
8.58	131.2740
8.59	131.6218
8.60	131.9696
8.61	132.3175
8.62	132.6654
8.63	133.0135
8.64	133.3616
8.65	133.7097
8.66	134.0579
8.67	134.4062
8.68	134.7545
8.69	135.1029
8.70	135.4513
8.71	135.7997
8.72	136.1482
8.73	136.4967
8.74	136.8452
8.75	137.1937
8.76	137.5423
8.77	137.8909
8.78	138.2395
8.79	138.5881
8.80	138.9367
8.81	139.2853
8.82	139.6338
8.83	139.9824
8.84	140.3310
8.85	140.6795
8.86	141.0281
8.87	141.3766
8.88	141.7250
8.89	142.0735
8.90	142.4219
8.91	142.7703
8.92	143.1186
8.93	143.4668
8.94	143.8150
8.95	144.1632
8.96	144.5113
8.97	144.8593
8.98	145.2073
8.99	145.5552
9.00	145.9030
9.01	146.2507
9.02	146.5983
9.03	146.9459
9.04	147.2933
9.05	147.6407
9.06	147.9879
9.07	148.3350
9.08	148.6821
9.09	149.0290
9.10	149.3758
9.11	149.7224
9.12	150.0690
9.13	150.4154
9.14	150.7616
9.15	151.1078
9.16	151.4537
9.17	151.7996
9.18	152.1452
9.19	152.4907
9.20	152.8361
9.21	153.1813
9.22	153.5263
9.23	153.8711
9.24	154.2158
9.25	154.5602
9.26	154.9045
9.27	155.2486
9.28	155.5924
9.29	155.9361
9.30	156.2796
9.31	156.6228
9.32	156.9659
9.33	157.3087
9.34	157.6513
9.35	157.9936
9.36	158.3357
9.37	158.6776
9.38	159.0193
9.39	159.3607
9.40	159.7018
9.41	160.0427
9.42	160.3833
9.43	160.7236
9.44	161.0637
9.45	161.4035
9.46	161.7430
9.47	162.0822
9.48	162.4212
9.49	162.7598
9.50	163.0982
9.51	163.4362
9.52	163.7739
9.53	164.1113
9.54	164.4484
9.55	164.7852
9.56	165.1216
9.57	165.4577
9.58	165.7935
9.59	166.1289
9.60	166.4640
9.61	166.7987
9.62	167.1331
9.63	167.4671
9.64	167.8007
9.65	168.1340
9.66	168.4668
9.67	168.7993
9.68	169.1315
9.69	169.4632
9.70	169.7945
9.71	170.1254
9.72	170.4559
9.73	170.7860
9.74	171.1157
9.75	171.4450
9.76	171.7738
9.77	172.1022
9.78	172.4302
9.79	172.7577
9.80	173.0848
9.81	173.4114
9.82	173.7376
9.83	174.0633
9.84	174.3885
9.85	174.7133
9.86	175.0376
9.87	175.3614
9.88	175.6847
9.89	176.0075
9.90	176.3298
9.91	176.6516
9.92	176.9729
9.93	177.2937
9.94	177.6140
9.95	177.9338
9.96	178.2530
9.97	178.5717
9.98	178.8898
9.99	179.2074
